Original_x,Optimal_x,Cost,Objective,Runtime,Slack_income,slack_credit,Slack_ca,Slack_la
"[1.0, 1.0, 1.0, 1000000.0, 2100000.0, 8.0, 793.0, 2900000.0, 1300000.0, 2200000.0, 1400000.0]","[1.0000000e+00 1.0000000e+00 1.0000000e+00 4.0000500e+04 2.1000000e+06
 5.0000000e+00 9.0000000e+02 2.8000000e+06 1.2313327e+07 0.0000000e+00
 8.0000000e+05]",12314227.507032036070533,12314227.507032036070533,0.1075990200042724,0.5,150,12313077.007032036070533,1000
"[1.0, 0.0, 1.0, 9300000.0, 19000000.0, 14.0, 689.0, 24000000.0, 11500000.0, 35100000.0, 9000000.0]","[1.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.90000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0874409675598144,0.5,0.5,0.5,0.5
"[5.0, 1.0, 0.0, 8300000.0, 17700000.0, 12.0, 334.0, 19600000.0, 13200000.0, 22500000.0, 9800000.0]","[5.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.77000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.1043801307678222,0.5,0.5,0.5,0.5
"[1.0, 1.0, 1.0, 7600000.0, 18800000.0, 14.0, 403.0, 20900000.0, 4700000.0, 24700000.0, 10000000.0]","[1.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.88000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.1331260204315185,0.5,0.5,0.5,0.5
"[3.0, 1.0, 1.0, 300000.0, 500000.0, 6.0, 386.0, 800000.0, 200000.0, 1200000.0, 100000.0]","[3.00000000e+00 1.00000000e+00 1.00000000e+00 4.00005000e+04
 5.00000000e+05 5.00000000e+00 9.00000000e+02 2.80000000e+06
 2.11090619e+07 0.00000000e+00 8.00000000e+05]",21109962.416563891559351,21109962.416563891559351,0.080606460571289,0.5,150,21108811.916563891559351,1000
"[5.0, 0.0, 1.0, 8700000.0, 18400000.0, 12.0, 394.0, 18800000.0, 3200000.0, 24600000.0, 12000000.0]","[5.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.84000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0549433231353759,0.5,0.5,0.5,0.5
"[5.0, 1.0, 0.0, 1000000.0, 2000000.0, 4.0, 524.0, 2700000.0, 1800000.0, 2200000.0, 700000.0]","[5.00000000e+00 1.00000000e+00 0.00000000e+00 4.00005000e+04
 2.00000000e+06 5.00000000e+00 9.00000000e+02 2.80000000e+06
 1.28630631e+07 0.00000000e+00 8.00000000e+05]",12863963.602315295507330,12863963.602315295507330,0.0541574954986572,0.5,150,12862813.102315295507330,1000
"[0.0, 0.0, 0.0, 5600000.0, 11600000.0, 12.0, 466.0, 15000000.0, 7400000.0, 21800000.0, 7500000.0]","[0.00000e+00 0.00000e+00 0.00000e+00 3.49995e+04 1.16000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0714466571807861,0.5,0.5,0.5,0.5
"[5.0, 0.0, 1.0, 4200000.0, 8500000.0, 4.0, 386.0, 8700000.0, 4600000.0, 10500000.0, 6000000.0]","[5.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 8.50000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0884954929351806,0.5,0.5,0.5,0.5
"[1.0, 1.0, 0.0, 3200000.0, 6600000.0, 16.0, 534.0, 8800000.0, 2600000.0, 6500000.0, 1800000.0]","[1.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 6.60000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.1191413402557373,0.5,0.5,0.5,0.5
"[0.0, 1.0, 1.0, 8600000.0, 20000000.0, 10.0, 704.0, 25400000.0, 10000000.0, 30800000.0, 10300000.0]","[0.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 2.00000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.1703219413757324,0.5,0.5,0.5,0.5
"[2.0, 0.0, 1.0, 7500000.0, 15100000.0, 8.0, 488.0, 19800000.0, 0.0, 28500000.0, 6700000.0]","[2.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.51000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0928959846496582,0.5,0.5,0.5,0.5
"[1.0, 0.0, 0.0, 7400000.0, 16100000.0, 4.0, 655.0, 22000000.0, 12900000.0, 25300000.0, 4300000.0]","[1.00000e+00 0.00000e+00 0.00000e+00 3.49995e+04 1.61000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0824067592620849,0.5,0.5,0.5,0.5
"[0.0, 0.0, 0.0, 1400000.0, 2700000.0, 2.0, 685.0, 3400000.0, 800000.0, 5400000.0, 1300000.0]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.49998864e+04
 2.70000000e+06 5.00000000e+00 5.99886391e+02 2.80000000e+06
 9.98863907e+01 9.99886391e+02 8.00000000e+05]",0.454437015832135,0.454437015832135,0.0749621391296386,0.113609253958033,0.113609253958033,0.113609253958033,0.113609253958033
"[3.0, 1.0, 1.0, 8400000.0, 20500000.0, 12.0, 796.0, 22900000.0, 10500000.0, 17600000.0, 11200000.0]","[3.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 2.05000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.102795124053955,0.5,0.5,0.5,0.5
"[2.0, 1.0, 0.0, 5300000.0, 10900000.0, 6.0, 647.0, 14600000.0, 3500000.0, 18700000.0, 3200000.0]","[2.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.09000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0752792358398437,0.5,0.5,0.5,0.5
"[2.0, 1.0, 0.0, 7800000.0, 16900000.0, 6.0, 751.0, 17400000.0, 6300000.0, 20400000.0, 11700000.0]","[2.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.69000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0722701549530029,0.5,0.5,0.5,0.5
"[4.0, 0.0, 0.0, 3100000.0, 6300000.0, 4.0, 370.0, 8600000.0, 4100000.0, 8800000.0, 2800000.0]","[4.00000000e+00 0.00000000e+00 0.00000000e+00 3.49990533e+04
 6.30000000e+06 5.00000000e+00 5.99053316e+02 2.80000000e+06
 9.90533160e+01 9.99053316e+02 8.00000000e+05]",3.786736077153509,3.786736077153509,0.0557129383087158,0.946684019288377,0.946684019288377,0.946684019288377,0.946684019288377
"[0.0, 1.0, 1.0, 7700000.0, 16900000.0, 14.0, 473.0, 22100000.0, 4000000.0, 29000000.0, 6400000.0]","[0.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.69000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0598676204681396,0.5,0.5,0.5,0.5
"[4.0, 1.0, 1.0, 1200000.0, 2800000.0, 6.0, 366.0, 3300000.0, 300000.0, 4200000.0, 1400000.0]","[4.00000000e+00 1.00000000e+00 1.00000000e+00 3.49998632e+04
 2.80000000e+06 5.00000000e+00 5.99863250e+02 2.80000000e+06
 9.98632499e+01 9.99863250e+02 8.00000000e+05]",0.547000492819390,0.547000492819390,0.0815916061401367,0.136750123204847,0.136750123204847,0.136750123204847,0.136750123204847
"[3.0, 0.0, 0.0, 1300000.0, 2900000.0, 8.0, 733.0, 3800000.0, 1900000.0, 3800000.0, 1800000.0]","[3.00000000e+00 0.00000000e+00 0.00000000e+00 3.49998401e+04
 2.90000000e+06 5.00000000e+00 5.99840109e+02 2.80000000e+06
 9.98401089e+01 9.99840109e+02 8.00000000e+05]",0.639564458647565,0.639564458647565,0.0584456920623779,0.159891114661891,0.159891114661891,0.159891114661891,0.159891114661891
"[4.0, 1.0, 0.0, 8600000.0, 20900000.0, 10.0, 867.0, 24300000.0, 7200000.0, 23700000.0, 9900000.0]","[4.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 2.09000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0613539218902587,0.5,0.5,0.5,0.5
"[4.0, 0.0, 1.0, 4700000.0, 12500000.0, 8.0, 678.0, 13700000.0, 200000.0, 9800000.0, 7000000.0]","[4.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.25000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.1082823276519775,0.5,0.5,0.5,0.5
"[2.0, 1.0, 0.0, 9900000.0, 19900000.0, 6.0, 312.0, 21400000.0, 2200000.0, 31400000.0, 11000000.0]","[2.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.99000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0857586860656738,0.5,0.5,0.5,0.5
"[4.0, 1.0, 0.0, 7400000.0, 15400000.0, 6.0, 677.0, 22000000.0, 13500000.0, 28900000.0, 7400000.0]","[4.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.54000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0635066032409668,0.5,0.5,0.5,0.5
"[4.0, 0.0, 1.0, 8200000.0, 19000000.0, 6.0, 334.0, 24500000.0, 6800000.0, 28600000.0, 10200000.0]","[4.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.90000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0490708351135253,0.5,0.5,0.5,0.5
"[4.0, 1.0, 1.0, 8400000.0, 19700000.0, 14.0, 889.0, 22400000.0, 5800000.0, 22000000.0, 12100000.0]","[4.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.97000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0340008735656738,0.5,0.5,0.5,0.5
"[2.0, 1.0, 1.0, 7900000.0, 16100000.0, 18.0, 318.0, 17300000.0, 2900000.0, 29900000.0, 9300000.0]","[2.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.61000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0588626861572265,0.5,0.5,0.5,0.5
"[2.0, 0.0, 1.0, 7900000.0, 17100000.0, 16.0, 605.0, 19200000.0, 14100000.0, 21900000.0, 10400000.0]","[2.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.71000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0613539218902587,0.5,0.5,0.5,0.5
"[0.0, 1.0, 0.0, 2500000.0, 5800000.0, 20.0, 671.0, 7400000.0, 500000.0, 7500000.0, 2000000.0]","[0.00000000e+00 1.00000000e+00 0.00000000e+00 3.49991690e+04
 5.80000000e+06 5.00000000e+00 5.99169021e+02 2.80000000e+06
 9.91690207e+01 9.99169021e+02 8.00000000e+05]",3.323917069937979,3.323917069937979,0.0791413784027099,0.830979267484494,0.830979267484494,0.830979267484494,0.830979267484494
"[4.0, 0.0, 1.0, 5400000.0, 11500000.0, 20.0, 705.0, 14600000.0, 3800000.0, 13500000.0, 6100000.0]","[4.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.15000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0419530868530273,0.5,0.5,0.5,0.5
"[5.0, 0.0, 1.0, 5700000.0, 11500000.0, 2.0, 732.0, 15800000.0, 3700000.0, 15600000.0, 5300000.0]","[5.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.15000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0668742656707763,0.5,0.5,0.5,0.5
"[5.0, 0.0, 1.0, 9500000.0, 21700000.0, 16.0, 307.0, 27500000.0, 2700000.0, 28500000.0, 9700000.0]","[5.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 2.17000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0539114475250244,0.5,0.5,0.5,0.5
"[4.0, 1.0, 1.0, 3900000.0, 8900000.0, 10.0, 665.0, 9300000.0, 4000000.0, 9200000.0, 5300000.0]","[4.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 8.90000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0564551353454589,0.5,0.5,0.5,0.5
"[2.0, 1.0, 1.0, 1700000.0, 3500000.0, 10.0, 854.0, 5000000.0, 2400000.0, 3400000.0, 1700000.0]","[2.00000000e+00 1.00000000e+00 1.00000000e+00 3.49997013e+04
 3.50000000e+06 5.00000000e+00 5.99701263e+02 2.80000000e+06
 9.97012630e+01 9.99701263e+02 8.00000000e+05]",1.194947815334304,1.194947815334304,0.0771484375,0.298736953833576,0.298736953833576,0.298736953833576,0.298736953833576
"[4.0, 0.0, 1.0, 2800000.0, 5500000.0, 8.0, 875.0, 6900000.0, 4000000.0, 6000000.0, 3300000.0]","[4.00000000e+00 0.00000000e+00 1.00000000e+00 3.49992384e+04
 5.50000000e+06 5.00000000e+00 5.99238444e+02 2.80000000e+06
 9.92384437e+01 9.99238444e+02 8.00000000e+05]",3.046225138080939,3.046225138080939,0.0392544269561767,0.761556284520234,0.761556284520234,0.761556284520234,0.761556284520234
"[0.0, 0.0, 0.0, 8800000.0, 17500000.0, 4.0, 848.0, 25400000.0, 8200000.0, 31600000.0, 5100000.0]","[0.00000e+00 0.00000e+00 0.00000e+00 3.49995e+04 1.75000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0750045776367187,0.5,0.5,0.5,0.5
"[2.0, 0.0, 0.0, 2900000.0, 6600000.0, 10.0, 326.0, 8600000.0, 2200000.0, 7400000.0, 3400000.0]","[2.00000e+00 0.00000e+00 0.00000e+00 3.49995e+04 6.60000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0626723766326904,0.5,0.5,0.5,0.5
"[3.0, 1.0, 0.0, 9100000.0, 19300000.0, 12.0, 696.0, 26200000.0, 7700000.0, 30100000.0, 13300000.0]","[3.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 1.93000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0672156810760498,0.5,0.5,0.5,0.5
"[5.0, 0.0, 0.0, 2300000.0, 4900000.0, 4.0, 529.0, 6200000.0, 3900000.0, 9200000.0, 2000000.0]","[5.00000000e+00 0.00000000e+00 0.00000000e+00 3.49993773e+04
 4.90000000e+06 5.00000000e+00 5.99377290e+02 2.80000000e+06
 9.93772896e+01 9.99377290e+02 8.00000000e+05]",2.490841737562301,2.490841737562301,0.08681321144104,0.622710434390575,0.622710434390575,0.622710434390575,0.622710434390575
"[4.0, 1.0, 0.0, 4200000.0, 9400000.0, 4.0, 726.0, 10000000.0, 8100000.0, 16100000.0, 5500000.0]","[4.00000e+00 1.00000e+00 0.00000e+00 3.49995e+04 9.40000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.046537160873413,0.5,0.5,0.5,0.5
"[4.0, 0.0, 0.0, 3700000.0, 7600000.0, 14.0, 794.0, 9500000.0, 7300000.0, 12100000.0, 4500000.0]","[4.00000e+00 0.00000e+00 0.00000e+00 3.49995e+04 7.60000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.046821117401123,0.5,0.5,0.5,0.5
"[0.0, 0.0, 1.0, 5300000.0, 12900000.0, 20.0, 826.0, 15500000.0, 6800000.0, 12000000.0, 5200000.0]","[0.00000e+00 0.00000e+00 1.00000e+00 3.49995e+04 1.29000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0434203147888183,0.5,0.5,0.5,0.5
"[3.0, 0.0, 0.0, 1100000.0, 2100000.0, 8.0, 737.0, 2900000.0, 2000000.0, 2500000.0, 900000.0]","[3.00000000e+00 0.00000000e+00 0.00000000e+00 4.00005000e+04
 2.10000000e+06 5.00000000e+00 9.00000000e+02 2.80000000e+06
 1.23133283e+07 0.00000000e+00 8.00000000e+05]",12314228.776410787021782,12314228.776410787021782,0.0762996673583984,0.5,150,12313078.276410787021782,1000
"[3.0, 1.0, 1.0, 5100000.0, 10300000.0, 12.0, 839.0, 13400000.0, 5400000.0, 10700000.0, 7500000.0]","[3.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.03000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0493545532226562,0.5,0.5,0.5,0.5
"[0.0, 1.0, 1.0, 8300000.0, 17500000.0, 20.0, 643.0, 24800000.0, 8900000.0, 18800000.0, 5100000.0]","[0.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.75000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0652408599853515,0.5,0.5,0.5,0.5
"[4.0, 1.0, 1.0, 3200000.0, 6800000.0, 16.0, 675.0, 8000000.0, 1900000.0, 6800000.0, 4000000.0]","[4.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 6.80000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0595898628234863,0.5,0.5,0.5,0.5
"[3.0, 1.0, 0.0, 1600000.0, 3300000.0, 8.0, 609.0, 4700000.0, 100000.0, 6000000.0, 800000.0]","[3.00000000e+00 1.00000000e+00 0.00000000e+00 3.49997475e+04
 3.30000000e+06 5.00000000e+00 5.99747545e+02 2.80000000e+06
 9.97475450e+01 9.99747545e+02 8.00000000e+05]",1.009819911323761,1.009819911323761,0.0364103317260742,0.252454977830940,0.252454977830940,0.252454977830940,0.252454977830940
"[4.0, 0.0, 0.0, 1500000.0, 3400000.0, 10.0, 778.0, 3800000.0, 300000.0, 4000000.0, 2200000.0]","[4.00000000e+00 0.00000000e+00 0.00000000e+00 3.49997244e+04
 3.40000000e+06 5.00000000e+00 5.99724404e+02 2.80000000e+06
 9.97244041e+01 9.99724404e+02 8.00000000e+05]",1.102383727469813,1.102383727469813,0.0432782173156738,0.275595931867453,0.275595931867453,0.275595931867453,0.275595931867453
"[3.0, 1.0, 1.0, 4000000.0, 8600000.0, 4.0, 667.0, 11500000.0, 6300000.0, 15300000.0, 3500000.0]","[3.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 8.60000e+06 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0309216976165771,0.5,0.5,0.5,0.5
"[1.0, 0.0, 1.0, 400000.0, 700000.0, 10.0, 787.0, 1000000.0, 200000.0, 1600000.0, 500000.0]","[1.00000000e+00 0.00000000e+00 1.00000000e+00 4.00005000e+04
 7.00000000e+05 5.00000000e+00 9.00000000e+02 2.80000000e+06
 2.00095937e+07 0.00000000e+00 8.00000000e+05]",20010494.234396493221196,20010494.234396493221196,0.0900211334228515,0.5,150,20009343.734396493221196,1000
"[0.0, 1.0, 1.0, 4500000.0, 11500000.0, 14.0, 509.0, 13400000.0, 2300000.0, 15400000.0, 5900000.0]","[0.00000e+00 1.00000e+00 1.00000e+00 3.49995e+04 1.15000e+07 5.00000e+00
 5.99500e+02 2.80000e+06 9.95000e+01 9.99500e+02 8.00000e+05]",2,2,0.0658974647521972,0.5,0.5,0.5,0.5
